iter	F1	Logloss
0	0.9505251155	0.4645631407
1	0.9763746931	0.3444165459
2	0.9828201622	0.2773039919
3	0.9887160968	0.2204892358
4	0.9913223336	0.1758368328
5	0.992532307	0.1436050997
6	0.9922549441	0.1140319628
7	0.9929742741	0.09556314563
8	0.99303836	0.08026256153
9	0.994282194	0.06897780312
10	0.9941504976	0.06104205181
11	0.9948629307	0.05423776361
12	0.9948489936	0.04805198878
13	0.9949143939	0.04428020461
14	0.9960985803	0.04084811545
15	0.9961017992	0.03721544267
16	0.99637655	0.03408166836
17	0.996433451	0.03131393695
18	0.9968244181	0.0281060283
19	0.9970673159	0.02622492643
20	0.9970397935	0.02414517748
21	0.9971021367	0.02217917371
22	0.9971193362	0.02042389828
23	0.9972924392	0.01836177443
24	0.9973838532	0.01676154941
25	0.9974871174	0.01559809446
26	0.9976495867	0.01405341727
27	0.9977539823	0.01307186838
28	0.9980899184	0.01216633574
29	0.9983872813	0.01104762698
30	0.9988034557	0.01059078845
31	0.9988897529	0.009948755842
32	0.9989555645	0.009310692987
33	0.9989944082	0.009067688466
34	0.9989566435	0.008309060825
35	0.9989544856	0.007893948725
36	0.999151972	0.007479187593
37	0.9992242953	0.007143998507
38	0.9992739562	0.006938708721
39	0.9992782748	0.006616115038
40	0.9993333398	0.006068553475
41	0.9993387387	0.005772823611
42	0.9993570952	0.005426416663
43	0.9993711331	0.005297968789
44	0.9993722129	0.005040767124
45	0.9994748092	0.004774136949
46	0.9995158536	0.004597236471
47	0.9995158536	0.004429687748
48	0.9995579817	0.004238499215
49	0.9995493397	0.004082249717
50	0.9995396177	0.003972442348
51	0.999546099	0.003792387704
52	0.9995352969	0.003586997439
53	0.9995320563	0.003482016247
54	0.9995374573	0.00339553416
55	0.9995374573	0.003285537675
56	0.999675743	0.003074814331
57	0.9996887092	0.002956148784
58	0.9997254487	0.002889219213
59	0.999736255	0.00280577378
60	0.9997611103	0.002577662295
61	0.9997697559	0.002517406838
62	0.9997805631	0.002463857233
63	0.9997816438	0.002384711476
64	0.9997978551	0.002268967215
65	0.9997989359	0.002207393539
66	0.9998000166	0.00214408732
67	0.9998075821	0.002022306841
68	0.9998140669	0.001975489404
69	0.9998065013	0.00191840324
70	0.9998151477	0.001871464777
71	0.9998216326	0.001830036863
72	0.9998486539	0.001751252212
73	0.999847573	0.001692991704
74	0.9998529774	0.001651365118
75	0.9998605437	0.001603354133
76	0.9998605437	0.001555888426
77	0.9998713529	0.001495519629
78	0.9998713529	0.001464518199
79	0.999869191	0.001402606404
80	0.999888648	0.001308084818
81	0.99989081	0.001269111232
82	0.99989081	0.001248681952
83	0.99989081	0.001221336755
84	0.999891891	0.001162718979
85	0.9998983768	0.001126925619
86	0.9999037818	0.001106694357
87	0.9999059438	0.001070573179
88	0.9999059438	0.00103677239
89	0.999916754	0.001016242469
90	0.9999210781	0.0009678809693
91	0.9999210781	0.0009408079569
92	0.9999254023	0.0009173932028
93	0.9999329696	0.0009036252723
94	0.9999351318	0.0008870473225
95	0.9999351318	0.0008655438393
96	0.9999459426	0.0008091014195
97	0.9999470236	0.0007904013588
98	0.9999470236	0.0007716222125
99	0.9999470236	0.0007434551476
100	0.9999470236	0.0007267859705
101	0.9999470236	0.0007163928955
102	0.999951348	0.0006989561852
103	0.999951348	0.0006872001578
104	0.9999524291	0.0006477879429
105	0.9999599969	0.0006389608952
106	0.9999599969	0.0006389608952
107	0.9999599969	0.000626638859
108	0.9999599969	0.0006099758399
109	0.9999599969	0.0005833750265
110	0.9999599969	0.0005726381656
111	0.9999599969	0.0005726285615
112	0.9999599969	0.0005726104889
113	0.9999599969	0.0005726104889
114	0.9999599969	0.0005726104889
115	0.9999643214	0.0005536195707
116	0.9999643214	0.0005451159644
117	0.9999664837	0.0005268700028
118	0.9999664837	0.0005268700028
119	0.9999664837	0.0005268573461
120	0.9999664837	0.0005268573461
121	0.9999664837	0.0005268513452
122	0.9999654026	0.0005172241994
123	0.9999654026	0.0005172241994
124	0.9999664837	0.0005065206387
125	0.9999675648	0.0004972840156
126	0.9999675648	0.0004869526658
127	0.9999675648	0.0004869526658
128	0.9999675648	0.0004869526658
129	0.9999675648	0.0004869359238
130	0.9999675648	0.0004728903351
131	0.9999675648	0.0004728903351
132	0.9999675648	0.0004728903351
133	0.9999675648	0.0004728903351
134	0.9999675648	0.0004567638533
135	0.9999675648	0.0004567638533
136	0.9999675648	0.0004567638533
137	0.9999675648	0.0004567638533
138	0.9999675648	0.0004453530355
139	0.9999675648	0.0004453476442
140	0.9999675648	0.0004453476442
141	0.9999675648	0.0004453476442
142	0.9999675648	0.0004453438294
143	0.9999675648	0.0004453438294
144	0.9999675648	0.0004453438294
145	0.9999675648	0.0004453347019
146	0.9999675648	0.0004453347019
147	0.9999675648	0.0004453347019
148	0.9999675648	0.0004453347019
149	0.9999675648	0.0004453347019
150	0.9999675648	0.0004453347019
151	0.9999675648	0.0004453347019
152	0.9999675648	0.0004453347019
153	0.9999675648	0.0004453347019
154	0.9999675648	0.0004453347019
155	0.9999675648	0.0004453300479
156	0.9999675648	0.0004453300479
157	0.9999675648	0.0004453300479
158	0.9999675648	0.0004453300479
159	0.9999675648	0.0004453300479
160	0.9999675648	0.0004453300479
161	0.9999675648	0.0004453300479
162	0.9999675648	0.0004453300479
163	0.9999675648	0.0004453300479
164	0.9999675648	0.0004453300479
165	0.9999675648	0.0004453300479
166	0.9999675648	0.0004453300479
167	0.9999675648	0.0004453300479
168	0.9999675648	0.0004327037608
169	0.9999675648	0.0004327037608
170	0.9999675648	0.0004327037608
171	0.9999675648	0.0004326971637
172	0.9999675648	0.0004326971637
173	0.9999675648	0.0004326905661
174	0.9999675648	0.0004326839722
175	0.9999675648	0.0004326839722
176	0.9999675648	0.0004326839722
177	0.9999675648	0.0004326773752
178	0.9999675648	0.0004326773752
179	0.9999675648	0.0004326773752
180	0.9999675648	0.0004326773752
181	0.9999675648	0.0004326773752
182	0.9999675648	0.0004326773752
183	0.9999675648	0.0004326707826
184	0.9999675648	0.0004326707826
185	0.9999675648	0.0004326707826
186	0.9999675648	0.0004326707826
187	0.9999675648	0.0004326707826
188	0.9999675648	0.0004326707826
189	0.9999675648	0.0004326707826
190	0.9999675648	0.0004326707826
191	0.9999675648	0.0004326707826
192	0.9999675648	0.0004326641916
193	0.9999675648	0.0004326641916
194	0.9999675648	0.0004326641916
195	0.9999675648	0.0004326641916
196	0.9999675648	0.0004326641916
197	0.9999675648	0.0004326641916
198	0.9999675648	0.0004326641916
199	0.9999675648	0.0004326641916
200	0.9999675648	0.0004326641916
201	0.9999675648	0.0004326641916
202	0.9999675648	0.0004326641916
203	0.9999675648	0.0004326641916
204	0.9999675648	0.0004326641916
205	0.9999675648	0.0004326641916
206	0.9999675648	0.0004326641916
207	0.9999675648	0.0004326641916
208	0.9999675648	0.0004326641916
209	0.9999675648	0.0004326641916
210	0.9999675648	0.0004326641916
211	0.9999675648	0.0004326641916
212	0.9999675648	0.0004326641916
213	0.9999675648	0.0004326641916
214	0.9999675648	0.0004326641916
215	0.9999675648	0.0004326641916
216	0.9999675648	0.0004326641916
217	0.9999675648	0.0004326641916
218	0.9999675648	0.0004326641916
219	0.9999675648	0.0004326641916
220	0.9999675648	0.0004326641916
221	0.9999675648	0.0004326641916
222	0.9999675648	0.0004326641916
223	0.9999675648	0.0004326641916
224	0.9999675648	0.0004326641916
225	0.9999675648	0.0004326641916
226	0.9999675648	0.0004326641916
227	0.9999675648	0.0004326641916
228	0.9999675648	0.0004326641916
229	0.9999675648	0.0004326641916
230	0.9999675648	0.0004326641916
231	0.9999675648	0.0004326641916
232	0.9999675648	0.0004326641916
233	0.9999675648	0.0004326641916
234	0.9999675648	0.0004326641916
235	0.9999675648	0.0004326641916
236	0.9999675648	0.0004326641916
237	0.9999675648	0.0004326641916
238	0.9999675648	0.0004326641916
239	0.9999675648	0.0004326641916
240	0.9999675648	0.0004326641916
241	0.9999675648	0.0004326641916
242	0.9999675648	0.0004326641916
243	0.9999675648	0.0004326641916
244	0.9999675648	0.0004326641916
245	0.9999675648	0.0004326641916
246	0.9999675648	0.0004326641916
247	0.9999675648	0.0004326641916
248	0.9999675648	0.0004326641916
249	0.9999675648	0.0004326641916
250	0.9999675648	0.0004326641916
251	0.9999675648	0.0004326641916
252	0.9999675648	0.0004326641916
253	0.9999675648	0.0004326641916
254	0.9999675648	0.0004326641916
255	0.9999675648	0.0004326641916
256	0.9999675648	0.0004326641916
257	0.9999675648	0.0004326641916
258	0.9999675648	0.0004326641916
259	0.9999675648	0.0004326641916
260	0.9999675648	0.0004326641916
261	0.9999675648	0.0004326641916
262	0.9999675648	0.0004326641916
263	0.9999675648	0.0004326641916
264	0.9999675648	0.0004326641916
265	0.9999675648	0.0004326641916
266	0.9999675648	0.0004326641916
267	0.9999675648	0.0004326641916
268	0.9999675648	0.0004326641916
269	0.9999675648	0.0004326641916
270	0.9999675648	0.0004326641916
271	0.9999675648	0.0004326641916
272	0.9999675648	0.0004326641916
273	0.9999675648	0.0004326641916
274	0.9999675648	0.0004326641916
275	0.9999675648	0.0004326641916
276	0.9999675648	0.0004326641916
277	0.9999675648	0.0004326641916
278	0.9999675648	0.0004326641916
279	0.9999675648	0.0004326641916
280	0.9999675648	0.0004326641916
281	0.9999675648	0.0004326641916
282	0.9999675648	0.0004326641916
283	0.9999675648	0.0004326641916
284	0.9999675648	0.0004326641916
285	0.9999675648	0.0004326641916
286	0.9999675648	0.0004326641916
287	0.9999675648	0.0004326641916
288	0.9999675648	0.0004326641916
289	0.9999675648	0.0004326641916
290	0.9999675648	0.0004326641916
291	0.9999675648	0.0004326641916
292	0.9999675648	0.0004326641916
293	0.9999675648	0.0004326641916
294	0.9999675648	0.0004326641916
295	0.9999675648	0.0004326641916
296	0.9999675648	0.0004326641916
297	0.9999675648	0.0004326641916
298	0.9999675648	0.0004326641916
299	0.9999675648	0.0004326641916
300	0.9999675648	0.0004326641916
301	0.9999675648	0.0004326641916
302	0.9999675648	0.0004326641916
303	0.9999675648	0.0004326641916
304	0.9999675648	0.0004326641916
305	0.9999675648	0.0004326641916
306	0.9999675648	0.0004326641916
307	0.9999675648	0.0004326641916
308	0.9999675648	0.0004326641916
309	0.9999675648	0.0004326641916
310	0.9999675648	0.0004326641916
311	0.9999675648	0.0004326641916
312	0.9999675648	0.0004326641916
313	0.9999675648	0.0004326641916
314	0.9999675648	0.0004326641916
315	0.9999675648	0.0004326641916
316	0.9999675648	0.0004326641916
317	0.9999675648	0.0004326641916
318	0.9999675648	0.0004326641916
319	0.9999675648	0.0004326641916
320	0.9999675648	0.0004326641916
321	0.9999675648	0.0004326641916
322	0.9999675648	0.0004326641916
323	0.9999675648	0.0004326641916
324	0.9999675648	0.0004326641916
325	0.9999675648	0.0004326641916
326	0.9999675648	0.0004326641916
327	0.9999675648	0.0004326641916
328	0.9999675648	0.0004326641916
329	0.9999675648	0.0004326641916
330	0.9999675648	0.0004326641916
331	0.9999675648	0.0004326641916
332	0.9999675648	0.0004326641916
333	0.9999675648	0.0004326641916
334	0.9999675648	0.0004326641916
335	0.9999675648	0.0004326641916
336	0.9999675648	0.0004326641916
337	0.9999675648	0.0004326641916
338	0.9999675648	0.0004326641916
339	0.9999675648	0.0004326641916
340	0.9999675648	0.0004326641916
341	0.9999675648	0.0004326641916
342	0.9999675648	0.0004326641916
343	0.9999675648	0.0004326641916
344	0.9999675648	0.0004326641916
345	0.9999675648	0.0004326641916
346	0.9999675648	0.0004326641916
347	0.9999675648	0.0004326641916
348	0.9999675648	0.0004326641916
349	0.9999675648	0.0004326641916
350	0.9999675648	0.0004326641916
351	0.9999675648	0.0004326641916
352	0.9999675648	0.0004326641916
353	0.9999675648	0.0004326641916
354	0.9999675648	0.0004326641916
355	0.9999675648	0.0004326641916
356	0.9999675648	0.0004326641916
357	0.9999675648	0.0004326641916
358	0.9999675648	0.0004326641916
359	0.9999675648	0.0004326641916
360	0.9999675648	0.0004326641916
361	0.9999675648	0.0004326641916
362	0.9999675648	0.0004326641916
363	0.9999675648	0.0004326641916
364	0.9999675648	0.0004326641916
365	0.9999675648	0.0004326641916
366	0.9999675648	0.0004326641916
367	0.9999675648	0.0004326641916
368	0.9999675648	0.0004326641916
369	0.9999675648	0.0004326641916
370	0.9999675648	0.0004326641916
371	0.9999675648	0.0004326641916
372	0.9999675648	0.0004326641916
373	0.9999675648	0.0004326641916
374	0.9999675648	0.0004326641916
375	0.9999675648	0.0004326641916
