iter	F1	Logloss
376	0.9999675648	0.0004326641916
377	0.9999675648	0.0004326641916
378	0.9999675648	0.0004326641916
379	0.9999675648	0.0004326641916
380	0.9999675648	0.0004326641916
381	0.9999675648	0.0004326641916
382	0.9999675648	0.0004326641916
383	0.9999675648	0.0004326641916
384	0.9999675648	0.0004326641916
385	0.9999675648	0.0004326641916
386	0.9999675648	0.0004326641916
387	0.9999675648	0.0004326641916
388	0.9999675648	0.0004326641916
389	0.9999675648	0.0004326641916
390	0.9999675648	0.0004326641916
391	0.9999675648	0.0004326641916
392	0.9999675648	0.0004326641916
393	0.9999675648	0.0004326641916
394	0.9999675648	0.0004326641916
395	0.9999675648	0.0004326641916
396	0.9999675648	0.0004326641916
397	0.9999675648	0.0004326641916
398	0.9999675648	0.0004326641916
399	0.9999675648	0.0004326641916
400	0.9999675648	0.0004326641916
401	0.9999675648	0.0004326641916
402	0.9999675648	0.0004326641916
403	0.9999675648	0.0004326641916
404	0.9999675648	0.0004326641916
405	0.9999675648	0.0004326641916
406	0.9999675648	0.0004326641916
407	0.9999675648	0.0004326641916
408	0.9999675648	0.0004326641916
409	0.9999675648	0.0004326641916
410	0.9999675648	0.0004326641916
411	0.9999675648	0.0004326641916
412	0.9999675648	0.0004326641916
413	0.9999675648	0.0004326641916
414	0.9999675648	0.0004326641916
415	0.9999675648	0.0004326641916
416	0.9999675648	0.0004326641916
417	0.9999675648	0.0004326641916
418	0.9999675648	0.0004326641916
419	0.9999675648	0.0004326641916
420	0.9999675648	0.0004326641916
421	0.9999675648	0.0004326641916
422	0.9999675648	0.0004326641916
423	0.9999675648	0.0004326641916
424	0.9999675648	0.0004326641916
425	0.9999675648	0.0004326641916
426	0.9999675648	0.0004326641916
427	0.9999675648	0.0004326641916
428	0.9999675648	0.0004326641916
429	0.9999675648	0.0004326641916
430	0.9999675648	0.0004326641916
431	0.9999675648	0.0004326641916
432	0.9999675648	0.0004326641916
433	0.9999675648	0.0004326641916
434	0.9999675648	0.0004326641916
435	0.9999675648	0.0004326641916
436	0.9999675648	0.0004326641916
437	0.9999675648	0.0004326641916
438	0.9999675648	0.0004326641916
439	0.9999675648	0.0004326641916
440	0.9999675648	0.0004326641916
441	0.9999675648	0.0004326641916
442	0.9999675648	0.0004326641916
443	0.9999675648	0.0004326641916
444	0.9999675648	0.0004326641916
445	0.9999675648	0.0004326641916
446	0.9999675648	0.0004326641916
447	0.9999675648	0.0004326641916
448	0.9999675648	0.0004326641916
449	0.9999675648	0.0004326641916
450	0.9999675648	0.0004326641916
451	0.9999675648	0.0004326641916
452	0.9999675648	0.0004326641916
453	0.9999675648	0.0004326641916
454	0.9999675648	0.0004326641916
455	0.9999675648	0.0004326641916
456	0.9999675648	0.0004326641916
457	0.9999675648	0.0004326641916
458	0.9999675648	0.0004326641916
459	0.9999675648	0.0004326641916
460	0.9999675648	0.0004326641916
461	0.9999675648	0.0004326641916
462	0.9999675648	0.0004326641916
463	0.9999675648	0.0004326641916
464	0.9999675648	0.0004326641916
465	0.9999675648	0.0004326641916
466	0.9999675648	0.0004326641916
467	0.9999675648	0.0004326641916
468	0.9999675648	0.0004326641916
469	0.9999675648	0.0004326641916
470	0.9999675648	0.0004326641916
471	0.9999675648	0.0004326641916
472	0.9999675648	0.0004326641916
473	0.9999675648	0.0004326641916
474	0.9999675648	0.0004326641916
475	0.9999675648	0.0004326641916
476	0.9999675648	0.0004326641916
477	0.9999675648	0.0004326641916
478	0.9999675648	0.0004326641916
479	0.9999675648	0.0004326641916
480	0.9999675648	0.0004326641916
481	0.9999675648	0.0004326641916
482	0.9999675648	0.0004326641916
483	0.9999675648	0.0004326641916
484	0.9999675648	0.0004326641916
485	0.9999675648	0.0004326641916
486	0.9999675648	0.0004326641916
487	0.9999675648	0.0004326641916
488	0.9999675648	0.0004326641916
489	0.9999675648	0.0004326641916
490	0.9999675648	0.0004326641916
491	0.9999675648	0.0004326641916
492	0.9999675648	0.0004326641916
493	0.9999675648	0.0004326641916
494	0.9999675648	0.0004326641916
495	0.9999675648	0.0004326641916
496	0.9999675648	0.0004326641916
497	0.9999675648	0.0004326641916
498	0.9999675648	0.0004326641916
499	0.9999675648	0.0004326641916
500	0.9999675648	0.0004326641916
501	0.9999675648	0.0004326641916
502	0.9999675648	0.0004326641916
503	0.9999675648	0.0004326641916
504	0.9999675648	0.0004326641916
505	0.9999675648	0.0004326641916
506	0.9999675648	0.0004326641916
507	0.9999675648	0.0004326641916
508	0.9999675648	0.0004326641916
509	0.9999675648	0.0004326641916
510	0.9999675648	0.0004326641916
511	0.9999675648	0.0004326641916
512	0.9999675648	0.0004326641916
513	0.9999675648	0.0004326641916
514	0.9999675648	0.0004326641916
515	0.9999675648	0.0004326641916
516	0.9999675648	0.0004326641916
517	0.9999675648	0.0004326641916
518	0.9999675648	0.0004326641916
519	0.9999675648	0.0004326641916
520	0.9999675648	0.0004326641916
521	0.9999675648	0.0004326641916
522	0.9999675648	0.0004326641916
523	0.9999675648	0.0004326641916
524	0.9999675648	0.0004326641916
525	0.9999675648	0.0004326641916
526	0.9999675648	0.0004326641916
527	0.9999675648	0.0004326641916
528	0.9999675648	0.0004326641916
529	0.9999675648	0.0004326641916
530	0.9999675648	0.0004326641916
531	0.9999675648	0.0004326641916
532	0.9999675648	0.0004326641916
533	0.9999675648	0.0004326641916
534	0.9999675648	0.0004326641916
535	0.9999675648	0.0004326641916
536	0.9999675648	0.0004326641916
537	0.9999675648	0.0004326641916
538	0.9999675648	0.0004326641916
539	0.9999675648	0.0004326641916
540	0.9999675648	0.0004326641916
541	0.9999675648	0.0004326641916
542	0.9999675648	0.0004326641916
543	0.9999675648	0.0004326641916
544	0.9999675648	0.0004326641916
545	0.9999675648	0.0004326641916
546	0.9999675648	0.0004326641916
547	0.9999675648	0.0004326641916
548	0.9999675648	0.0004326641916
549	0.9999675648	0.0004326641916
550	0.9999675648	0.0004326641916
551	0.9999675648	0.0004326641916
552	0.9999675648	0.0004326641916
553	0.9999675648	0.0004326641916
554	0.9999675648	0.0004326641916
555	0.9999675648	0.0004326641916
556	0.9999675648	0.0004326641916
557	0.9999675648	0.0004326641916
558	0.9999675648	0.0004326641916
559	0.9999675648	0.0004326641916
560	0.9999675648	0.0004326641916
561	0.9999675648	0.0004326641916
562	0.9999675648	0.0004326641916
563	0.9999675648	0.0004326641916
564	0.9999675648	0.0004326641916
565	0.9999675648	0.0004326641916
566	0.9999675648	0.0004326641916
567	0.9999675648	0.0004326641916
568	0.9999675648	0.0004326641916
569	0.9999675648	0.0004326641916
570	0.9999675648	0.0004326641916
571	0.9999675648	0.0004326641916
572	0.9999675648	0.0004326641916
573	0.9999675648	0.0004326641916
574	0.9999675648	0.0004326641916
575	0.9999675648	0.0004326641916
576	0.9999675648	0.0004326641916
577	0.9999675648	0.0004326641916
578	0.9999675648	0.0004326641916
579	0.9999675648	0.0004326641916
580	0.9999675648	0.0004326641916
581	0.9999675648	0.0004326641916
582	0.9999675648	0.0004326641916
583	0.9999675648	0.0004326641916
584	0.9999675648	0.0004326641916
585	0.9999675648	0.0004326641916
586	0.9999675648	0.0004326641916
587	0.9999675648	0.0004326641916
588	0.9999675648	0.0004326641916
589	0.9999675648	0.0004326641916
590	0.9999675648	0.0004326641916
591	0.9999675648	0.0004326641916
592	0.9999675648	0.0004326641916
593	0.9999675648	0.0004326641916
594	0.9999675648	0.0004326641916
595	0.9999675648	0.0004326641916
596	0.9999675648	0.0004326641916
597	0.9999675648	0.0004326641916
598	0.9999675648	0.0004326641916
599	0.9999675648	0.0004326641916
600	0.9999675648	0.0004326641916
601	0.9999675648	0.0004326641916
602	0.9999675648	0.0004326641916
603	0.9999675648	0.0004326641916
604	0.9999675648	0.0004326641916
605	0.9999675648	0.0004326641916
606	0.9999675648	0.0004326641916
607	0.9999675648	0.0004326641916
608	0.9999675648	0.0004326641916
609	0.9999675648	0.0004326641916
610	0.9999675648	0.0004326641916
611	0.9999675648	0.0004326641916
612	0.9999675648	0.0004326641916
613	0.9999675648	0.0004326641916
614	0.9999675648	0.0004326641916
615	0.9999675648	0.0004326641916
616	0.9999675648	0.0004326641916
617	0.9999675648	0.0004326641916
618	0.9999675648	0.0004326641916
619	0.9999675648	0.0004326641916
620	0.9999675648	0.0004326641916
621	0.9999675648	0.0004326641916
622	0.9999675648	0.0004326641916
623	0.9999675648	0.0004326641916
624	0.9999675648	0.0004326641916
625	0.9999675648	0.0004326641916
626	0.9999675648	0.0004326641916
627	0.9999675648	0.0004326641916
628	0.9999675648	0.0004326641916
629	0.9999675648	0.0004326641916
630	0.9999675648	0.0004326641916
631	0.9999675648	0.0004326641916
632	0.9999675648	0.0004326641916
633	0.9999675648	0.0004326641916
634	0.9999675648	0.0004326641916
635	0.9999675648	0.0004326641916
636	0.9999675648	0.0004326641916
637	0.9999675648	0.0004326641916
638	0.9999675648	0.0004326641916
639	0.9999675648	0.0004326641916
640	0.9999675648	0.0004326641916
641	0.9999675648	0.0004326641916
642	0.9999675648	0.0004326641916
643	0.9999675648	0.0004326641916
644	0.9999675648	0.0004326641916
645	0.9999675648	0.0004326641916
646	0.9999675648	0.0004326641916
647	0.9999675648	0.0004326641916
648	0.9999675648	0.0004326641916
649	0.9999675648	0.0004326641916
650	0.9999675648	0.0004326641916
651	0.9999675648	0.0004326641916
652	0.9999675648	0.0004326641916
653	0.9999675648	0.0004326641916
654	0.9999675648	0.0004326641916
655	0.9999675648	0.0004326641916
656	0.9999675648	0.0004326641916
657	0.9999675648	0.0004326641916
658	0.9999675648	0.0004326641916
659	0.9999675648	0.0004326641916
660	0.9999675648	0.0004326641916
661	0.9999675648	0.0004326641916
662	0.9999675648	0.0004326641916
663	0.9999675648	0.0004326641916
664	0.9999675648	0.0004326641916
665	0.9999675648	0.0004326641916
666	0.9999675648	0.0004326641916
667	0.9999675648	0.0004326641916
668	0.9999675648	0.0004326641916
669	0.9999675648	0.0004326641916
670	0.9999675648	0.0004326641916
671	0.9999675648	0.0004326641916
672	0.9999675648	0.0004326641916
673	0.9999675648	0.0004326641916
674	0.9999675648	0.0004326641916
675	0.9999675648	0.0004326641916
676	0.9999675648	0.0004326641916
677	0.9999675648	0.0004326641916
678	0.9999675648	0.0004326641916
679	0.9999675648	0.0004326641916
680	0.9999675648	0.0004326641916
681	0.9999675648	0.0004326641916
682	0.9999675648	0.0004326641916
683	0.9999675648	0.0004326641916
684	0.9999675648	0.0004326641916
685	0.9999675648	0.0004326641916
686	0.9999675648	0.0004326641916
687	0.9999675648	0.0004326641916
688	0.9999675648	0.0004326641916
689	0.9999675648	0.0004326641916
690	0.9999675648	0.0004326641916
691	0.9999675648	0.0004326641916
692	0.9999675648	0.0004326641916
693	0.9999675648	0.0004326641916
694	0.9999675648	0.0004326641916
695	0.9999675648	0.0004326641916
696	0.9999675648	0.0004326641916
697	0.9999675648	0.0004326641916
698	0.9999675648	0.0004326641916
699	0.9999675648	0.0004326641916
700	0.9999675648	0.0004326641916
701	0.9999675648	0.0004326641916
702	0.9999675648	0.0004326641916
703	0.9999675648	0.0004326641916
704	0.9999675648	0.0004326641916
705	0.9999675648	0.0004326641916
706	0.9999675648	0.0004326641916
707	0.9999675648	0.0004326641916
708	0.9999675648	0.0004326641916
709	0.9999675648	0.0004326641916
710	0.9999675648	0.0004326641916
711	0.9999675648	0.0004326641916
712	0.9999675648	0.0004326641916
713	0.9999675648	0.0004326641916
714	0.9999675648	0.0004326641916
715	0.9999675648	0.0004326641916
716	0.9999675648	0.0004326641916
717	0.9999675648	0.0004326641916
718	0.9999675648	0.0004326641916
719	0.9999675648	0.0004326641916
720	0.9999675648	0.0004326641916
721	0.9999675648	0.0004326641916
722	0.9999675648	0.0004326641916
723	0.9999675648	0.0004326641916
724	0.9999675648	0.0004326641916
725	0.9999675648	0.0004326641916
726	0.9999675648	0.0004326641916
727	0.9999675648	0.0004326641916
728	0.9999675648	0.0004326641916
729	0.9999675648	0.0004326641916
730	0.9999675648	0.0004326641916
731	0.9999675648	0.0004326641916
732	0.9999675648	0.0004326641916
733	0.9999675648	0.0004326641916
734	0.9999675648	0.0004326641916
735	0.9999675648	0.0004326641916
736	0.9999675648	0.0004326641916
737	0.9999675648	0.0004326641916
738	0.9999675648	0.0004326641916
739	0.9999675648	0.0004326641916
740	0.9999675648	0.0004326641916
741	0.9999675648	0.0004326641916
742	0.9999675648	0.0004326641916
743	0.9999675648	0.0004326641916
744	0.9999675648	0.0004326641916
745	0.9999675648	0.0004326641916
746	0.9999675648	0.0004326641916
747	0.9999675648	0.0004326641916
748	0.9999675648	0.0004326641916
749	0.9999675648	0.0004326641916
750	0.9999675648	0.0004326641916
751	0.9999675648	0.0004326641916
752	0.9999675648	0.0004326641916
753	0.9999675648	0.0004326641916
754	0.9999675648	0.0004326641916
755	0.9999675648	0.0004326641916
756	0.9999675648	0.0004326641916
757	0.9999675648	0.0004326641916
758	0.9999675648	0.0004326641916
759	0.9999675648	0.0004326641916
760	0.9999675648	0.0004326641916
761	0.9999675648	0.0004326641916
762	0.9999675648	0.0004326641916
763	0.9999675648	0.0004326641916
764	0.9999675648	0.0004326641916
765	0.9999675648	0.0004326641916
766	0.9999675648	0.0004326641916
767	0.9999675648	0.0004326641916
768	0.9999675648	0.0004326641916
769	0.9999675648	0.0004326641916
770	0.9999675648	0.0004326641916
771	0.9999675648	0.0004326641916
772	0.9999675648	0.0004326641916
773	0.9999675648	0.0004326641916
774	0.9999675648	0.0004326641916
775	0.9999675648	0.0004326641916
776	0.9999675648	0.0004326641916
777	0.9999675648	0.0004326641916
778	0.9999675648	0.0004326641916
779	0.9999675648	0.0004326641916
780	0.9999675648	0.0004326641916
781	0.9999675648	0.0004326641916
782	0.9999675648	0.0004326641916
783	0.9999675648	0.0004326641916
784	0.9999675648	0.0004326641916
785	0.9999675648	0.0004326641916
786	0.9999675648	0.0004326641916
787	0.9999675648	0.0004326641916
788	0.9999675648	0.0004326641916
789	0.9999675648	0.0004326641916
790	0.9999675648	0.0004326641916
791	0.9999675648	0.0004326641916
792	0.9999675648	0.0004326641916
793	0.9999675648	0.0004326641916
794	0.9999675648	0.0004326641916
795	0.9999675648	0.0004326641916
796	0.9999675648	0.0004326641916
797	0.9999675648	0.0004326641916
798	0.9999675648	0.0004326641916
799	0.9999675648	0.0004326641916
800	0.9999675648	0.0004326641916
801	0.9999675648	0.0004326641916
802	0.9999675648	0.0004326641916
803	0.9999675648	0.0004326641916
804	0.9999675648	0.0004326641916
805	0.9999675648	0.0004326641916
806	0.9999675648	0.0004326641916
807	0.9999675648	0.0004326641916
808	0.9999675648	0.0004326641916
809	0.9999675648	0.0004326641916
810	0.9999675648	0.0004326641916
811	0.9999675648	0.0004326641916
812	0.9999675648	0.0004326641916
813	0.9999675648	0.0004326641916
814	0.9999675648	0.0004326641916
815	0.9999675648	0.0004326641916
816	0.9999675648	0.0004326641916
817	0.9999675648	0.0004326641916
818	0.9999675648	0.0004326641916
819	0.9999675648	0.0004326641916
820	0.9999675648	0.0004326641916
821	0.9999675648	0.0004326641916
822	0.9999675648	0.0004326641916
823	0.9999675648	0.0004326641916
824	0.9999675648	0.0004326641916
825	0.9999675648	0.0004326641916
826	0.9999675648	0.0004326641916
827	0.9999675648	0.0004326641916
